,approach,type,volume
19714,SB,bike,0
19715,SB,bus,0
19716,NB,dual,3
19717,NB,bike,0
19718,NB,bus,0
19719,WB,dual,25
19720,WB,bike,3
19721,WB,bus,45
19722,EB,dual,38
19723,EB,bike,4
19724,EB,bus,11
19725,SB,dual,68
19726,SB,bike,48
19727,SB,bus,18
19728,NB,dual,74
19729,NB,bike,41
19730,NB,bus,21
19731,WB,dual,2
19732,WB,bike,0
19733,WB,bus,0
19734,EB,dual,6
19735,EB,bike,21
19736,EB,bus,0
19737,SB,dual,84
19738,SB,bike,13
19739,SB,bus,7
19740,NB,dual,81
19741,NB,bike,11
19742,NB,bus,8
19743,WB,dual,7
19744,WB,bike,9
19745,WB,bus,0
19746,EB,dual,17
19747,EB,bike,5
19748,EB,bus,0
19749,SB,dual,18
19750,SB,bike,0
19751,SB,bus,0
19752,NB,dual,8
19753,NB,bike,1
19754,NB,bus,0
19755,WB,dual,119
19756,WB,bike,13
19757,WB,bus,0
19758,EB,dual,95
19759,EB,bike,12
19760,EB,bus,0
19761,SB,dual,10
19762,SB,bike,4
19763,SB,bus,0
19764,NB,dual,6
19765,NB,bike,6
19766,NB,bus,0
19767,WB,dual,5
19768,WB,bike,4
19769,WB,bus,0
19770,EB,dual,0
19771,EB,bike,0
19772,EB,bus,0
19773,SB,dual,221
19774,SB,bike,44
19775,SB,bus,30
19776,NB,dual,209
19777,NB,bike,45
19778,NB,bus,33
19779,WB,dual,32
19780,WB,bike,17
19781,WB,bus,0
19782,EB,dual,21
19783,EB,bike,15
19784,EB,bus,0
19785,SB,dual,171
19786,SB,bike,14
19787,SB,bus,31
19788,NB,dual,163
19789,NB,bike,22
19790,NB,bus,32
19791,WB,dual,3
19792,WB,bike,0
19793,WB,bus,0
19794,EB,dual,1
19795,EB,bike,3
19796,EB,bus,0
19797,SB,dual,11
19798,SB,bike,11
19799,SB,bus,0
19800,NB,dual,13
19801,NB,bike,15
19802,NB,bus,0
19803,WB,dual,4
19804,WB,bike,6
19805,WB,bus,0
19806,EB,dual,3
19807,EB,bike,1
19808,EB,bus,0
19809,SB,dual,9
19810,SB,bike,0
19811,SB,bus,0
19812,NB,dual,10
19813,NB,bike,1
19814,NB,bus,0
19815,WB,dual,177
19816,WB,bike,33
19817,WB,bus,45
19818,EB,dual,160
19819,EB,bike,30
19820,EB,bus,46
19821,SB,dual,0
19822,SB,bike,0
19823,SB,bus,0
19824,NB,dual,3
19825,NB,bike,2
19826,NB,bus,0
19827,WB,dual,34
19828,WB,bike,6
19829,WB,bus,0
19830,EB,dual,33
19831,EB,bike,7
19832,EB,bus,0
19833,SB,dual,3
19834,SB,bike,2
19835,SB,bus,0
19836,NB,dual,30
19837,NB,bike,1
19838,NB,bus,0
19839,WB,dual,87
19840,WB,bike,9
19841,WB,bus,18
19842,EB,dual,96
19843,EB,bike,9
19844,EB,bus,18
19845,SB,dual,0
19846,SB,bike,0
19847,SB,bus,0
19848,NB,dual,0
19849,NB,bike,0
19850,NB,bus,0
19851,WB,dual,16
19852,WB,bike,5
19853,WB,bus,0
19854,EB,dual,13
19855,EB,bike,3
19856,EB,bus,0
19857,SB,dual,67
19858,SB,bike,4
19859,SB,bus,19
19860,NB,dual,61
19861,NB,bike,1
19862,NB,bus,17
19863,WB,dual,4
19864,WB,bike,2
19865,WB,bus,0
19866,EB,dual,8
19867,EB,bike,5
19868,EB,bus,0
19869,SB,dual,20
19870,SB,bike,42
19871,SB,bus,0
19872,NB,dual,19
19873,NB,bike,50
19874,NB,bus,0
19875,WB,dual,2
19876,WB,bike,1
19877,WB,bus,0
19878,EB,dual,0
19879,EB,bike,0
19880,EB,bus,0
19881,SB,dual,19
19882,SB,bike,43
19883,SB,bus,0
19884,NB,dual,18
19885,NB,bike,42
19886,NB,bus,0
19887,WB,dual,1
19888,WB,bike,0
19889,WB,bus,0
19890,EB,dual,9
19891,EB,bike,7
19892,EB,bus,0
19893,SB,dual,21
19894,SB,bike,39
19895,SB,bus,0
19896,NB,dual,18
19897,NB,bike,49
19898,NB,bus,0
19899,WB,dual,0
19900,WB,bike,0
19901,WB,bus,0
19902,EB,dual,3
19903,EB,bike,4
19904,EB,bus,0
19905,SB,dual,35
19906,SB,bike,16
19907,SB,bus,0
19908,NB,dual,45
19909,NB,bike,16
19910,NB,bus,0
19911,WB,dual,9
19912,WB,bike,3
19913,WB,bus,1
19914,EB,dual,4
19915,EB,bike,6
19916,EB,bus,0
19917,SB,dual,57
19918,SB,bike,7
19919,SB,bus,1
19920,NB,dual,63
19921,NB,bike,9
19922,NB,bus,0
19923,WB,dual,4
19924,WB,bike,28
19925,WB,bus,0
19926,EB,dual,4
19927,EB,bike,33
19928,EB,bus,0
19929,SB,dual,101
19930,SB,bike,29
19931,SB,bus,7
19932,NB,dual,79
19933,NB,bike,31
19934,NB,bus,7
19935,WB,dual,0
19936,WB,bike,0
19937,WB,bus,0
19938,EB,dual,3
19939,EB,bike,0
19940,EB,bus,0
19941,SB,dual,100
19942,SB,bike,26
19943,SB,bus,7
19944,NB,dual,81
19945,NB,bike,33
19946,NB,bus,8
19947,WB,dual,1
19948,WB,bike,1
19949,WB,bus,0
19950,EB,dual,1
19951,EB,bike,0
19952,EB,bus,0
19953,SB,dual,101
19954,SB,bike,29
19955,SB,bus,7
19956,NB,dual,79
19957,NB,bike,31
19958,NB,bus,7
19959,WB,dual,0
19960,WB,bike,0
19961,WB,bus,0
19962,EB,dual,1
19963,EB,bike,0
19964,EB,bus,0
19965,SB,dual,10
19966,SB,bike,2
19967,SB,bus,0
19968,NB,dual,11
19969,NB,bike,1
19970,NB,bus,0
19971,WB,dual,106
19972,WB,bike,8
19973,WB,bus,49
19974,EB,dual,90
19975,EB,bike,23
19976,EB,bus,40
19977,SB,dual,260
19978,SB,bike,14
19979,SB,bus,41
19980,NB,dual,281
19981,NB,bike,16
19982,NB,bus,41
19983,WB,dual,5
19984,WB,bike,0
19985,WB,bus,0
19986,EB,dual,9
19987,EB,bike,1
19988,EB,bus,0
19989,SB,dual,2
19990,SB,bike,1
19991,SB,bus,0
19992,NB,dual,0
19993,NB,bike,0
19994,NB,bus,0
19995,WB,dual,5
19996,WB,bike,4
19997,WB,bus,0
19998,EB,dual,3
19999,EB,bike,4
20000,EB,bus,0
20001,SB,dual,66
20002,SB,bike,4
20003,SB,bus,11
20004,NB,dual,53
20005,NB,bike,7
20006,NB,bus,14
20007,WB,dual,1
20008,WB,bike,0
20009,WB,bus,0
20010,EB,dual,0
20011,EB,bike,0
20012,EB,bus,0
20013,SB,dual,44
20014,SB,bike,23
20015,SB,bus,139
20016,NB,dual,33
20017,NB,bike,18
20018,NB,bus,84
20019,WB,dual,20
20020,WB,bike,20
20021,WB,bus,223
20022,EB,dual,0
20023,EB,bike,12
20024,EB,bus,0
20025,SB,dual,2
20026,SB,bike,0
20027,SB,bus,0
20028,NB,dual,0
20029,NB,bike,0
20030,NB,bus,0
20031,WB,dual,1
20032,WB,bike,0
20033,WB,bus,0
20034,EB,dual,0
20035,EB,bike,0
20036,EB,bus,0
20037,SB,dual,2
20038,SB,bike,1
20039,SB,bus,0
20040,NB,dual,5
20041,NB,bike,1
20042,NB,bus,5
20043,WB,dual,88
20044,WB,bike,31
20045,WB,bus,2
20046,EB,dual,71
20047,EB,bike,35
20048,EB,bus,2
20049,SB,dual,126
20050,SB,bike,14
20051,SB,bus,38
20052,NB,dual,147
20053,NB,bike,16
20054,NB,bus,37
20055,WB,dual,10
20056,WB,bike,1
20057,WB,bus,0
20058,EB,dual,4
20059,EB,bike,3
20060,EB,bus,0
20061,SB,dual,107
20062,SB,bike,86
20063,SB,bus,40
20064,NB,dual,90
20065,NB,bike,89
20066,NB,bus,47
20067,WB,dual,1
20068,WB,bike,3
20069,WB,bus,0
20070,EB,dual,4
20071,EB,bike,12
20072,EB,bus,0
20073,SB,dual,12
20074,SB,bike,0
20075,SB,bus,0
20076,NB,dual,12
20077,NB,bike,1
20078,NB,bus,0
20079,WB,dual,0
20080,WB,bike,0
20081,WB,bus,0
20082,EB,dual,1
20083,EB,bike,0
20084,EB,bus,0
20085,SB,dual,1
20086,SB,bike,0
20087,SB,bus,0
20088,NB,dual,1
20089,NB,bike,0
20090,NB,bus,0
20091,WB,dual,41
20092,WB,bike,0
20093,WB,bus,11
20094,EB,dual,76
20095,EB,bike,2
20096,EB,bus,18
20097,SB,dual,3
20098,SB,bike,0
20099,SB,bus,0
20100,NB,dual,2
20101,NB,bike,0
20102,NB,bus,0
20103,WB,dual,213
20104,WB,bike,4
20105,WB,bus,33
20106,EB,dual,136
20107,EB,bike,14
20108,EB,bus,31
20109,SB,dual,253
20110,SB,bike,14
20111,SB,bus,134
20112,NB,dual,129
20113,NB,bike,0
20114,NB,bus,98
20115,WB,dual,9
20116,WB,bike,47
20117,WB,bus,0
20118,EB,dual,0
20119,EB,bike,0
20120,EB,bus,0
20121,SB,dual,105
20122,SB,bike,0
20123,SB,bus,49
20124,NB,dual,141
20125,NB,bike,5
20126,NB,bus,63
20127,WB,dual,0
20128,WB,bike,0
20129,WB,bus,0
20130,EB,dual,5
20131,EB,bike,19
20132,EB,bus,0
20133,SB,dual,10
20134,SB,bike,7
20135,SB,bus,0
20136,NB,dual,0
20137,NB,bike,0
20138,NB,bus,0
20139,WB,dual,106
20140,WB,bike,20
20141,WB,bus,61
20142,EB,dual,162
20143,EB,bike,35
20144,EB,bus,72
20145,SB,dual,2
20146,SB,bike,2
20147,SB,bus,0
20148,NB,dual,2
20149,NB,bike,0
20150,NB,bus,0
20151,WB,dual,99
20152,WB,bike,5
20153,WB,bus,2
20154,EB,dual,121
20155,EB,bike,11
20156,EB,bus,0
20157,SB,dual,408
20158,SB,bike,2
20159,SB,bus,27
20160,NB,dual,311
20161,NB,bike,1
20162,NB,bus,39
20163,WB,dual,4
20164,WB,bike,0
20165,WB,bus,0
20166,EB,dual,57
20167,EB,bike,1
20168,EB,bus,0
20169,SB,dual,224
20170,SB,bike,7
20171,SB,bus,16
20172,NB,dual,160
20173,NB,bike,0
20174,NB,bus,39
20175,WB,dual,6
20176,WB,bike,2
20177,WB,bus,0
20178,EB,dual,5
20179,EB,bike,2
20180,EB,bus,0
20181,SB,dual,177
20182,SB,bike,4
20183,SB,bus,50
20184,NB,dual,225
20185,NB,bike,17
20186,NB,bus,53
20187,WB,dual,0
20188,WB,bike,0
20189,WB,bus,0
20190,EB,dual,6
20191,EB,bike,59
20192,EB,bus,0
20193,SB,dual,77
20194,SB,bike,10
20195,SB,bus,14
20196,NB,dual,125
20197,NB,bike,9
20198,NB,bus,15
20199,WB,dual,1
20200,WB,bike,0
20201,WB,bus,0
20202,EB,dual,4
20203,EB,bike,0
20204,EB,bus,0
20205,SB,dual,99
20206,SB,bike,1
20207,SB,bus,1
20208,NB,dual,107
20209,NB,bike,1
20210,NB,bus,9
20211,WB,dual,0
20212,WB,bike,0
20213,WB,bus,0
20214,EB,dual,36
20215,EB,bike,0
20216,EB,bus,6
20217,SB,dual,0
20218,SB,bike,0
20219,SB,bus,0
20220,NB,dual,45
20221,NB,bike,1
20222,NB,bus,0
20223,WB,dual,28
20224,WB,bike,0
20225,WB,bus,0
20226,EB,dual,157
20227,EB,bike,2
20228,EB,bus,0
20229,SB,dual,0
20230,SB,bike,0
20231,SB,bus,0
20232,NB,dual,7
20233,NB,bike,6
20234,NB,bus,0
20235,WB,dual,25
20236,WB,bike,18
20237,WB,bus,20
20238,EB,dual,38
20239,EB,bike,2
20240,EB,bus,18
20241,SB,dual,270
20242,SB,bike,2
20243,SB,bus,14
20244,NB,dual,340
20245,NB,bike,4
20246,NB,bus,25
20247,WB,dual,61
20248,WB,bike,4
20249,WB,bus,13
20250,EB,dual,0
20251,EB,bike,0
20252,EB,bus,0
20253,SB,dual,2
20254,SB,bike,21
20255,SB,bus,0
20256,NB,dual,2
20257,NB,bike,0
20258,NB,bus,0
20259,WB,dual,118
20260,WB,bike,3
20261,WB,bus,88
20262,EB,dual,77
20263,EB,bike,8
20264,EB,bus,77
20265,SB,dual,245
20266,SB,bike,3
20267,SB,bus,62
20268,NB,dual,162
20269,NB,bike,4
20270,NB,bus,48
20271,WB,dual,0
20272,WB,bike,0
20273,WB,bus,0
20274,EB,dual,14
20275,EB,bike,1
20276,EB,bus,0
20277,SB,dual,0
20278,SB,bike,0
20279,SB,bus,0
20280,NB,dual,115
20281,NB,bike,0
20282,NB,bus,0
20283,WB,dual,455
20284,WB,bike,0
20285,WB,bus,0
20286,EB,dual,44
20287,EB,bike,0
20288,EB,bus,0
20289,SB,dual,59
20290,SB,bike,0
20291,SB,bus,0
20292,NB,dual,0
20293,NB,bike,0
20294,NB,bus,0
20295,WB,dual,475
20296,WB,bike,0
20297,WB,bus,0
20298,EB,dual,145
20299,EB,bike,0
20300,EB,bus,0
20301,SB,dual,287
20302,SB,bike,9
20303,SB,bus,39
20304,NB,dual,267
20305,NB,bike,0
20306,NB,bus,35
20307,WB,dual,0
20308,WB,bike,0
20309,WB,bus,0
20310,EB,dual,211
20311,EB,bike,2
20312,EB,bus,0
20313,SB,dual,56
20314,SB,bike,0
20315,SB,bus,0
20316,NB,dual,54
20317,NB,bike,0
20318,NB,bus,0
20319,WB,dual,1
20320,WB,bike,2
20321,WB,bus,0
20322,EB,dual,0
20323,EB,bike,0
20324,EB,bus,0
20325,SB,dual,0
20326,SB,bike,1
20327,SB,bus,0
20328,NB,dual,2
20329,NB,bike,1
20330,NB,bus,0
20331,WB,dual,87
20332,WB,bike,18
20333,WB,bus,74
20334,EB,dual,119
20335,EB,bike,12
20336,EB,bus,65
20337,SB,dual,148
20338,SB,bike,9
20339,SB,bus,0
20340,NB,dual,0
20341,NB,bike,0
20342,NB,bus,0
20343,WB,dual,182
20344,WB,bike,5
20345,WB,bus,47
20346,EB,dual,278
20347,EB,bike,2
20348,EB,bus,38
20349,SB,dual,49
20350,SB,bike,7
20351,SB,bus,16
20352,NB,dual,93
20353,NB,bike,7
20354,NB,bus,15
20355,WB,dual,0
20356,WB,bike,0
20357,WB,bus,0
20358,EB,dual,5
20359,EB,bike,1
20360,EB,bus,0
20361,SB,dual,10
20362,SB,bike,1
20363,SB,bus,0
20364,NB,dual,0
20365,NB,bike,0
20366,NB,bus,0
20367,WB,dual,68
20368,WB,bike,19
20369,WB,bus,79
20370,EB,dual,48
20371,EB,bike,4
20372,EB,bus,93
20373,SB,dual,11
20374,SB,bike,2
20375,SB,bus,0
20376,NB,dual,2
20377,NB,bike,0
20378,NB,bus,0
20379,WB,dual,0
20380,WB,bike,0
20381,WB,bus,0
20382,EB,dual,26
20383,EB,bike,4
20384,EB,bus,1
20385,SB,dual,5
20386,SB,bike,0
20387,SB,bus,0
20388,NB,dual,8
20389,NB,bike,20
20390,NB,bus,0
20391,WB,dual,30
20392,WB,bike,4
20393,WB,bus,0
20394,EB,dual,35
20395,EB,bike,1
20396,EB,bus,0
20397,SB,dual,2
20398,SB,bike,4
20399,SB,bus,0
20400,NB,dual,0
20401,NB,bike,1
20402,NB,bus,0
20403,WB,dual,1
20404,WB,bike,2
20405,WB,bus,0
20406,EB,dual,3
20407,EB,bike,2
20408,EB,bus,0
20409,SB,dual,2
20410,SB,bike,104
20411,SB,bus,1
20412,NB,dual,0
20413,NB,bike,3
20414,NB,bus,0
20415,WB,dual,95
20416,WB,bike,0
20417,WB,bus,68
20418,EB,dual,113
20419,EB,bike,78
20420,EB,bus,70
20421,SB,dual,8
20422,SB,bike,10
20423,SB,bus,0
20424,NB,dual,31
20425,NB,bike,0
20426,NB,bus,0
20427,WB,dual,22
20428,WB,bike,9
20429,WB,bus,0
20430,EB,dual,11
20431,EB,bike,26
20432,EB,bus,0
20433,SB,dual,16
20434,SB,bike,5
20435,SB,bus,0
20436,NB,dual,0
20437,NB,bike,0
20438,NB,bus,0
20439,WB,dual,17
20440,WB,bike,7
20441,WB,bus,0
20442,EB,dual,69
20443,EB,bike,12
20444,EB,bus,0
20445,SB,dual,64
20446,SB,bike,13
20447,SB,bus,8
20448,NB,dual,113
20449,NB,bike,6
20450,NB,bus,11
20451,WB,dual,0
20452,WB,bike,0
20453,WB,bus,0
20454,EB,dual,1
20455,EB,bike,0
20456,EB,bus,0
20457,SB,dual,3
20458,SB,bike,0
20459,SB,bus,0
20460,NB,dual,1
20461,NB,bike,2
20462,NB,bus,0
20463,WB,dual,4
20464,WB,bike,0
20465,WB,bus,0
20466,EB,dual,3
20467,EB,bike,1
20468,EB,bus,0
20469,SB,dual,11
20470,SB,bike,0
20471,SB,bus,0
20472,NB,dual,7
20473,NB,bike,0
20474,NB,bus,0
20475,WB,dual,30
20476,WB,bike,3
20477,WB,bus,0
20478,EB,dual,54
20479,EB,bike,1
20480,EB,bus,0
20481,SB,dual,2
20482,SB,bike,1
20483,SB,bus,0
20484,NB,dual,1
20485,NB,bike,1
20486,NB,bus,0
20487,WB,dual,85
20488,WB,bike,18
20489,WB,bus,14
20490,EB,dual,93
20491,EB,bike,10
20492,EB,bus,8
20493,SB,dual,1
20494,SB,bike,0
20495,SB,bus,0
20496,NB,dual,0
20497,NB,bike,0
20498,NB,bus,0
20499,WB,dual,3
20500,WB,bike,0
20501,WB,bus,0
20502,EB,dual,1
20503,EB,bike,0
20504,EB,bus,0
20505,SB,dual,0
20506,SB,bike,0
20507,SB,bus,0
20508,NB,dual,0
20509,NB,bike,1
20510,NB,bus,0
20511,WB,dual,27
20512,WB,bike,20
20513,WB,bus,78
20514,EB,dual,48
20515,EB,bike,30
20516,EB,bus,80
20517,SB,dual,6
20518,SB,bike,2
20519,SB,bus,0
20520,NB,dual,5
20521,NB,bike,0
20522,NB,bus,0
20523,WB,dual,24
20524,WB,bike,16
20525,WB,bus,0
20526,EB,dual,27
20527,EB,bike,27
20528,EB,bus,0
20529,SB,dual,8
20530,SB,bike,3
20531,SB,bus,0
20532,NB,dual,2
20533,NB,bike,0
20534,NB,bus,1
20535,WB,dual,20
20536,WB,bike,0
20537,WB,bus,0
20538,EB,dual,10
20539,EB,bike,0
20540,EB,bus,0
20541,SB,dual,45
20542,SB,bike,4
20543,SB,bus,0
20544,NB,dual,18
20545,NB,bike,2
20546,NB,bus,2
20547,WB,dual,0
20548,WB,bike,1
20549,WB,bus,0
20550,EB,dual,1
20551,EB,bike,0
20552,EB,bus,0
20553,SB,dual,2
20554,SB,bike,1
20555,SB,bus,0
20556,NB,dual,10
20557,NB,bike,0
20558,NB,bus,0
20559,WB,dual,0
20560,WB,bike,0
20561,WB,bus,0
20562,EB,dual,8
20563,EB,bike,0
20564,EB,bus,0
20565,SB,dual,1
20566,SB,bike,38
20567,SB,bus,0
20568,NB,dual,6
20569,NB,bike,37
20570,NB,bus,3
20571,WB,dual,180
20572,WB,bike,1
20573,WB,bus,87
20574,EB,dual,164
20575,EB,bike,1
20576,EB,bus,85
20577,SB,dual,121
20578,SB,bike,15
20579,SB,bus,20
20580,NB,dual,87
20581,NB,bike,6
20582,NB,bus,12
20583,WB,dual,0
20584,WB,bike,0
20585,WB,bus,0
20586,EB,dual,1
20587,EB,bike,0
20588,EB,bus,0
20589,SB,dual,223
20590,SB,bike,13
20591,SB,bus,25
20592,NB,dual,208
20593,NB,bike,3
20594,NB,bus,6
20595,WB,dual,2
20596,WB,bike,0
20597,WB,bus,0
20598,EB,dual,17
20599,EB,bike,0
20600,EB,bus,8
20601,SB,dual,4
20602,SB,bike,39
20603,SB,bus,0
20604,NB,dual,0
20605,NB,bike,0
20606,NB,bus,0
20607,WB,dual,116
20608,WB,bike,2
20609,WB,bus,28
20610,EB,dual,126
20611,EB,bike,2
20612,EB,bus,27
20613,SB,dual,1
20614,SB,bike,0
20615,SB,bus,0
20616,NB,dual,211
20617,NB,bike,8
20618,NB,bus,0
20619,WB,dual,429
20620,WB,bike,2
20621,WB,bus,4
20622,EB,dual,299
20623,EB,bike,0
20624,EB,bus,1
20625,SB,dual,282
20626,SB,bike,14
20627,SB,bus,0
20628,NB,dual,0
20629,NB,bike,0
20630,NB,bus,0
20631,WB,dual,341
20632,WB,bike,11
20633,WB,bus,0
20634,EB,dual,244
20635,EB,bike,2
20636,EB,bus,0
20637,SB,dual,98
20638,SB,bike,13
20639,SB,bus,0
20640,NB,dual,255
20641,NB,bike,10
20642,NB,bus,0
20643,WB,dual,12
20644,WB,bike,1
20645,WB,bus,0
20646,EB,dual,0
20647,EB,bike,0
20648,EB,bus,0
20649,SB,dual,72
20650,SB,bike,20
20651,SB,bus,33
20652,NB,dual,82
20653,NB,bike,19
20654,NB,bus,35
20655,WB,dual,0
20656,WB,bike,0
20657,WB,bus,0
20658,EB,dual,4
20659,EB,bike,0
20660,EB,bus,0
20661,SB,dual,0
20662,SB,bike,0
20663,SB,bus,0
20664,NB,dual,0
20665,NB,bike,0
20666,NB,bus,0
20667,WB,dual,20
20668,WB,bike,0
20669,WB,bus,1
20670,EB,dual,29
20671,EB,bike,0
20672,EB,bus,0
20673,SB,dual,2
20674,SB,bike,1
20675,SB,bus,0
20676,NB,dual,4
20677,NB,bike,3
20678,NB,bus,4
20679,WB,dual,62
20680,WB,bike,7
20681,WB,bus,14
20682,EB,dual,34
20683,EB,bike,0
20684,EB,bus,15
20685,SB,dual,29
20686,SB,bike,0
20687,SB,bus,0
20688,NB,dual,8
20689,NB,bike,0
20690,NB,bus,1
20691,WB,dual,2
20692,WB,bike,0
20693,WB,bus,0
20694,EB,dual,1
20695,EB,bike,0
20696,EB,bus,0
20697,SB,dual,66
20698,SB,bike,2
20699,SB,bus,1
20700,NB,dual,73
20701,NB,bike,5
20702,NB,bus,6
20703,WB,dual,0
20704,WB,bike,0
20705,WB,bus,0
20706,EB,dual,2
20707,EB,bike,0
20708,EB,bus,0
20709,SB,dual,37
20710,SB,bike,3
20711,SB,bus,2
20712,NB,dual,62
20713,NB,bike,4
20714,NB,bus,4
20715,WB,dual,0
20716,WB,bike,0
20717,WB,bus,0
20718,EB,dual,27
20719,EB,bike,0
20720,EB,bus,0
20721,SB,dual,39
20722,SB,bike,5
20723,SB,bus,0
20724,NB,dual,47
20725,NB,bike,10
20726,NB,bus,0
20727,WB,dual,125
20728,WB,bike,2
20729,WB,bus,94
20730,EB,dual,91
20731,EB,bike,9
20732,EB,bus,101
20733,SB,dual,59
20734,SB,bike,7
20735,SB,bus,8
20736,NB,dual,19
20737,NB,bike,1
20738,NB,bus,1
20739,WB,dual,0
20740,WB,bike,0
20741,WB,bus,0
20742,EB,dual,0
20743,EB,bike,0
20744,EB,bus,0
20745,SB,dual,3
20746,SB,bike,4
20747,SB,bus,0
20748,NB,dual,1
20749,NB,bike,1
20750,NB,bus,0
20751,WB,dual,7
20752,WB,bike,0
20753,WB,bus,0
20754,EB,dual,13
20755,EB,bike,2
20756,EB,bus,0
20757,SB,dual,41
20758,SB,bike,0
20759,SB,bus,1
20760,NB,dual,46
20761,NB,bike,4
20762,NB,bus,5
20763,WB,dual,2
20764,WB,bike,0
20765,WB,bus,0
20766,EB,dual,10
20767,EB,bike,0
20768,EB,bus,0
20769,SB,dual,51
20770,SB,bike,2
20771,SB,bus,18
20772,NB,dual,64
20773,NB,bike,4
20774,NB,bus,6
20775,WB,dual,0
20776,WB,bike,0
20777,WB,bus,0
20778,EB,dual,31
20779,EB,bike,0
20780,EB,bus,13
20781,SB,dual,71
20782,SB,bike,11
20783,SB,bus,18
20784,NB,dual,33
20785,NB,bike,1
20786,NB,bus,12
20787,WB,dual,6
20788,WB,bike,5
20789,WB,bus,0
20790,EB,dual,1
20791,EB,bike,2
20792,EB,bus,0
20793,SB,dual,1
20794,SB,bike,0
20795,SB,bus,0
20796,NB,dual,0
20797,NB,bike,0
20798,NB,bus,0
20799,WB,dual,6
20800,WB,bike,4
20801,WB,bus,0
20802,EB,dual,14
20803,EB,bike,10
20804,EB,bus,0
20805,SB,dual,75
20806,SB,bike,0
20807,SB,bus,18
20808,NB,dual,83
20809,NB,bike,13
20810,NB,bus,16
20811,WB,dual,4
20812,WB,bike,12
20813,WB,bus,0
20814,EB,dual,12
20815,EB,bike,4
20816,EB,bus,0
20817,SB,dual,2
20818,SB,bike,0
20819,SB,bus,0
20820,NB,dual,1
20821,NB,bike,0
20822,NB,bus,0
20823,WB,dual,0
20824,WB,bike,0
20825,WB,bus,1
20826,EB,dual,1
20827,EB,bike,0
20828,EB,bus,0
20829,SB,dual,46
20830,SB,bike,10
20831,SB,bus,15
20832,NB,dual,71
20833,NB,bike,12
20834,NB,bus,19
20835,WB,dual,6
20836,WB,bike,1
20837,WB,bus,0
20838,EB,dual,4
20839,EB,bike,5
20840,EB,bus,0
20841,SB,dual,7
20842,SB,bike,2
20843,SB,bus,0
20844,NB,dual,7
20845,NB,bike,0
20846,NB,bus,0
20847,WB,dual,79
20848,WB,bike,19
20849,WB,bus,38
20850,EB,dual,50
20851,EB,bike,5
20852,EB,bus,29
20853,SB,dual,1
20854,SB,bike,3
20855,SB,bus,0
20856,NB,dual,0
20857,NB,bike,0
20858,NB,bus,0
20859,WB,dual,77
20860,WB,bike,28
20861,WB,bus,46
20862,EB,dual,68
20863,EB,bike,1
20864,EB,bus,108
20865,SB,dual,197
20866,SB,bike,3
20867,SB,bus,12
20868,NB,dual,212
20869,NB,bike,4
20870,NB,bus,0
20871,WB,dual,4
20872,WB,bike,0
20873,WB,bus,0
20874,EB,dual,5
20875,EB,bike,0
20876,EB,bus,0
20877,SB,dual,160
20878,SB,bike,10
20879,SB,bus,30
20880,NB,dual,125
20881,NB,bike,5
20882,NB,bus,2
20883,WB,dual,3
20884,WB,bike,0
20885,WB,bus,0
20886,EB,dual,1
20887,EB,bike,0
20888,EB,bus,0
20889,SB,dual,91
20890,SB,bike,6
20891,SB,bus,10
20892,NB,dual,53
20893,NB,bike,2
20894,NB,bus,8
20895,WB,dual,4
20896,WB,bike,0
20897,WB,bus,0
20898,EB,dual,2
20899,EB,bike,0
20900,EB,bus,0
20901,SB,dual,18
20902,SB,bike,15
20903,SB,bus,1
20904,NB,dual,26
20905,NB,bike,5
20906,NB,bus,0
20907,WB,dual,109
20908,WB,bike,1
20909,WB,bus,95
20910,EB,dual,95
20911,EB,bike,12
20912,EB,bus,116
20913,SB,dual,18
20914,SB,bike,0
20915,SB,bus,0
20916,NB,dual,22
20917,NB,bike,10
20918,NB,bus,0
20919,WB,dual,16
20920,WB,bike,0
20921,WB,bus,0
20922,EB,dual,10
20923,EB,bike,17
20924,EB,bus,0
20925,SB,dual,18
20926,SB,bike,2
20927,SB,bus,0
20928,NB,dual,27
20929,NB,bike,7
20930,NB,bus,0
20931,WB,dual,138
20932,WB,bike,0
20933,WB,bus,95
20934,EB,dual,60
20935,EB,bike,7
20936,EB,bus,94
20937,SB,dual,2
20938,SB,bike,0
20939,SB,bus,0
20940,NB,dual,11
20941,NB,bike,47
20942,NB,bus,2
20943,WB,dual,204
20944,WB,bike,17
20945,WB,bus,93
20946,EB,dual,162
20947,EB,bike,0
20948,EB,bus,94
20949,SB,dual,110
20950,SB,bike,27
20951,SB,bus,118
20952,NB,dual,93
20953,NB,bike,0
20954,NB,bus,119
20955,WB,dual,8
20956,WB,bike,0
20957,WB,bus,0
20958,EB,dual,0
20959,EB,bike,0
20960,EB,bus,0
20961,SB,dual,22
20962,SB,bike,60
20963,SB,bus,9
20964,NB,dual,0
20965,NB,bike,0
20966,NB,bus,0
20967,WB,dual,151
20968,WB,bike,33
20969,WB,bus,103
20970,EB,dual,127
20971,EB,bike,22
20972,EB,bus,88
20973,SB,dual,15
20974,SB,bike,7
20975,SB,bus,0
20976,NB,dual,26
20977,NB,bike,10
20978,NB,bus,0
20979,WB,dual,138
20980,WB,bike,60
20981,WB,bus,90
20982,EB,dual,151
20983,EB,bike,15
20984,EB,bus,87
